geolon(deg),geolat(deg),orbit,trigger_time,t50(ms),t50_err(ms),t50+/-err(ms),satellite_altitude(km),ml_counts,ml_counts_err,ml_counts+/-err,tgf_name,eventtype,normalised_duration,source,ra,dec,start_time_obs,end_time_obs,reliability,geo_long,geo_lat
19.51,2.27,41308.0,1429554331.0,0.061,0.015,6.100e-2+/-1.500e-2,483.6,9.8,3.16,9.8+/-3.16,150420.20253,3.0,0.122,agile,,,,,,,
100.78,-1.06,41311.0,1429567817.0,0.088,0.014,8.800e-2+/-1.400e-2,499.29,22.96,4.785,22.96+/-4.785,150421.00101,0.0,0.176,agile,,,,,,,
132.1,-1.71,41313.0,1429586518.0,0.051,0.011,5.100e-2+/-1.100e-2,484.12,12.0,3.458,12.00+/-3.458,150421.05215,0.0,0.102,agile,,,,,,,
104.93,-0.89,41315.0,1429598175.0,0.072,0.015,7.200e-2+/-1.500e-2,481.32,11.01,3.313,11.01+/-3.313,150421.08361,0.0,0.144,agile,,,,,,,
122.45,0.99,41317.0,1429604526.0,0.148,0.026,1.480e-1+/-2.600e-2,479.24,16.97,4.115,16.97+/-4.115,150421.1022,0.0,0.296,agile,,,,,,,
18.72,-1.46,41317.0,1429614897.0,0.057,0.012,5.700e-2+/-1.200e-2,483.74,15.85,4.003,15.85+/-4.003,150421.13145,0.0,0.114,agile,,,,,,,
167.08,0.23,41321.0,1429629505.0,0.065,0.014,6.500e-2+/-1.400e-2,498.04,11.0,3.31,11.00+/-3.31,150421.17182,0.0,0.13,agile,,,,,,,
126.03,0.99,41321.0,1429634871.0,0.059,0.012,5.900e-2+/-1.200e-2,495.97,10.99,3.31,10.99+/-3.31,150421.18475,0.0,0.118,agile,,,,,,,
109.04,-0.44,41323.0,1429646702.0,0.053,0.011,5.300e-2+/-1.100e-2,498.87,10.99,3.311,10.99+/-3.311,150421.2205,0.0,0.106,agile,,,,,,,
-78.51,2.48,41325.0,1429667775.0,0.096,0.02,9.600e-2+/-2.000e-2,484.52,11.94,3.455,11.94+/-3.455,150422.03561,0.0,0.192,agile,,,,,,,
103.54,-1.8,41327.0,1429676900.0,0.042,0.008,4.200e-2+/-8.000e-3,487.15,13.99,3.735,13.99+/-3.735,150422.06282,0.0,0.084,agile,,,,,,,
116.52,0.81,41329.0,1429689232.0,0.072,0.014,7.200e-2+/-1.400e-2,479.41,14.98,3.867,14.98+/-3.867,150422.09535,0.0,0.144,agile,,,,,,,
13.66,-0.58,41331.0,1429705675.0,0.275,0.053,2.750e-1+/-5.300e-2,482.71,13.94,3.736,13.94+/-3.736,150422.14275,0.0,0.55,agile,,,,,,,
121.23,2.43,41333.0,1429707480.0,0.031,0.007,3.100e-2+/-7.000e-3,484.82,11.99,3.458,11.99+/-3.458,150422.1458,0.0,0.062,agile,,,,,,,
124.39,2.4,41333.0,1429707533.0,0.058,0.011,5.800e-2+/-1.100e-2,485.37,15.92,3.99,15.92+/-3.99,150422.14585,0.0,0.116,agile,,,,,,,
-67.78,0.11,41335.0,1429728534.0,0.046,0.014,4.600e-2+/-1.400e-2,481.19,7.72,2.825,7.72+/-2.825,150422.20485,0.0,0.092,agile,,,,,,,
29.72,1.82,41337.0,1429736227.0,0.074,0.016,7.400e-2+/-1.600e-2,489.25,10.94,3.312,10.94+/-3.312,150422.2257,0.0,0.148,agile,,,,,,,
10.08,-1.43,41341.0,1429760129.0,0.066,0.012,6.600e-2+/-1.200e-2,498.86,15.9,3.991,15.9+/-3.991,150423.05352,0.0,0.132,agile,,,,,,,
23.47,-1.13,41345.0,1429784586.0,0.148,0.019,1.480e-1+/-1.900e-2,487.0,31.02,5.557,31.02+/-5.557,150423.1223,0.0,0.296,agile,,,,,,,
2.59,2.01,41350.0,1429808462.0,0.05,0.008,5.000e-2+/-8.000e-3,479.13,17.01,4.116,17.01+/-4.116,150423.1901,0.0,0.1,agile,,,,,,,
9.6,1.63,41352.0,1429826749.0,0.02,0.004,2.000e-2+/-4.000e-3,487.46,10.99,3.31,10.99+/-3.31,150424.00054,0.0,0.04,agile,,,,,,,
10.99,-2.23,41356.0,1429851005.0,0.108,0.017,1.080e-1+/-1.700e-2,498.94,19.83,4.466,19.83+/-4.466,150424.065,0.0,0.216,agile,,,,,,,
121.78,1.85,41363.0,1429883152.0,0.165,0.035,1.650e-1+/-3.500e-2,484.66,10.99,3.308,10.99+/-3.308,150424.15455,0.0,0.33,agile,,,,,,,
22.43,-1.96,41368.0,1429929940.0,0.049,0.008,4.900e-2+/-8.000e-3,498.05,16.95,4.115,16.95+/-4.115,150425.04454,0.0,0.098,agile,,,,,,,
142.45,0.04,41370.0,1429931963.0,0.057,0.012,5.700e-2+/-1.200e-2,486.74,10.94,3.31,10.94+/-3.31,150425.05192,0.0,0.114,agile,,,,,,,
29.08,2.3,41378.0,1429984566.0,0.086,0.016,8.600e-2+/-1.600e-2,480.05,13.95,3.731,13.95+/-3.731,150425.1956,0.0,0.172,agile,,,,,,,
48.56,1.36,41402.0,1430130269.0,0.108,0.017,1.080e-1+/-1.700e-2,487.19,18.92,4.35,18.92+/-4.35,150427.12242,0.0,0.216,agile,,,,,,,
29.99,0.65,41416.0,1430214755.0,0.136,0.026,1.360e-1+/-2.600e-2,492.67,14.97,3.865,14.97+/-3.865,150428.11523,0.0,0.272,agile,,,,,,,
30.36,0.67,41416.0,1430214761.0,0.026,0.005,2.600e-2+/-5.000e-3,492.61,12.0,3.458,12.00+/-3.458,150428.11524,0.0,0.052,agile,,,,,,,
116.68,2.36,41416.0,1430216211.0,0.217,0.02,2.170e-1+/-2.000e-2,479.62,56.01,7.457,56.01+/-7.457,150428.12165,2.0,0.434,agile,,,,,,,
116.68,2.36,41416.0,1430216211.0,0.159,0.024,1.590e-1+/-2.400e-2,479.62,21.0,4.573,21.00+/-4.573,150428.12165,3.0,0.318,agile,,,,,,,
116.68,2.36,41416.0,1430216211.0,0.212,0.03,2.120e-1+/-3.000e-2,479.62,26.02,5.091,26.02+/-5.091,150428.12165,3.0,0.424,agile,,,,,,,
116.68,2.36,41416.0,1430216211.0,0.471,0.073,4.710e-1+/-7.300e-2,479.62,21.0,4.573,21.00+/-4.573,150428.12165,3.0,0.942,agile,,,,,,,
123.13,0.57,41418.0,1430228431.0,0.124,0.019,1.240e-1+/-1.900e-2,480.89,21.93,4.68,21.93+/-4.68,150428.15403,0.0,0.248,agile,,,,,,,
-92.78,2.24,41423.0,1430255089.0,0.05,0.008,5.000e-2+/-8.000e-3,485.56,17.0,4.117,17.00+/-4.117,150428.23044,0.0,0.1,agile,,,,,,,
67.33,2.35,41433.0,1430312293.0,0.023,0.004,2.300e-2+/-4.000e-3,481.0,12.97,3.592,12.97+/-3.592,150429.14581,0.0,0.046,agile,,,,,,,
99.39,1.49,41433.0,1430312831.0,0.177,0.03,1.770e-1+/-3.000e-2,478.97,17.01,4.116,17.01+/-4.116,150429.15071,0.0,0.354,agile,,,,,,,
16.42,2.39,41436.0,1430323551.0,0.045,0.012,4.500e-2+/-1.200e-2,481.54,5.99,2.443,5.99+/-2.443,150429.18055,3.0,0.09,agile,,,,,,,
16.42,2.39,41436.0,1430323551.0,0.076,0.012,7.600e-2+/-1.200e-2,481.54,20.89,4.573,20.89+/-4.573,150429.18055,2.0,0.152,agile,,,,,,,
110.53,0.08,41442.0,1430361475.0,0.032,0.007,3.200e-2+/-7.000e-3,497.52,9.98,3.154,9.98+/-3.154,150430.04375,0.0,0.064,agile,,,,,,,
10.24,1.89,41446.0,1430396131.0,0.035,0.008,3.500e-2+/-8.000e-3,492.36,9.98,3.152,9.98+/-3.152,150430.14153,0.0,0.07,agile,,,,,,,
19.79,2.14,41446.0,1430396292.0,0.045,0.008,4.500e-2+/-8.000e-3,490.69,15.96,3.989,15.96+/-3.989,150430.14181,0.0,0.09,agile,,,,,,,
11.73,-1.09,41452.0,1430432493.0,0.13,0.016,1.300e-1+/-1.600e-2,481.15,33.99,5.818,33.99+/-5.818,150501.00213,0.0,0.26,agile,,,,,,,
108.0,-1.04,41454.0,1430440170.0,0.039,0.009,3.900e-2+/-9.000e-3,498.21,9.9,3.162,9.9+/-3.162,150501.02293,0.0,0.078,agile,,,,,,,
27.7,0.28,41465.0,1430505446.0,0.255,0.044,2.550e-1+/-4.400e-2,478.98,16.0,3.993,16.00+/-3.993,150501.20372,1.0,0.51,agile,,,,,,,
-141.03,-2.35,41477.0,1430563172.0,0.144,0.04,1.440e-1+/-4.000e-2,483.81,9.9,3.165,9.9+/-3.165,150502.12393,0.0,0.288,agile,,,,,,,
22.37,2.27,41477.0,1430565926.0,0.047,0.009,4.700e-2+/-9.000e-3,494.39,12.98,3.601,12.98+/-3.601,150502.13252,0.0,0.094,agile,,,,,,,
27.73,2.36,41477.0,1430566017.0,0.086,0.012,8.600e-2+/-1.200e-2,493.57,24.0,4.888,24.00+/-4.888,150502.13265,2.0,0.172,agile,,,,,,,
27.73,2.36,41477.0,1430566017.0,0.069,0.015,6.900e-2+/-1.500e-2,493.57,11.0,3.311,11.00+/-3.311,150502.13265,3.0,0.138,agile,,,,,,,
23.08,-0.69,41480.0,1430596220.0,0.039,0.007,3.900e-2+/-7.000e-3,478.8,13.96,3.735,13.96+/-3.735,150502.21502,0.0,0.078,agile,,,,,,,
-4.01,2.26,41488.0,1430656333.0,0.036,0.007,3.600e-2+/-7.000e-3,496.49,15.95,3.989,15.95+/-3.989,150503.14321,0.0,0.072,agile,,,,,,,
27.06,2.45,41488.0,1430656857.0,0.12,0.05,1.200e-1+/-5.000e-2,491.92,9.46,3.241,9.46+/-3.241,150503.14405,2.0,0.24,agile,,,,,,,
27.06,2.45,41488.0,1430656857.0,0.144,0.039,1.440e-1+/-3.900e-2,491.92,7.0,2.641,7.00+/-2.641,150503.14405,3.0,0.288,agile,,,,,,,
20.03,-0.63,41492.0,1430680964.0,0.371,0.036,3.710e-1+/-3.600e-2,479.31,50.0,7.048,50.00+/-7.048,150503.21224,0.0,0.742,agile,,,,,,,
-76.64,1.5,41495.0,1430691452.0,0.024,0.005,2.400e-2+/-5.000e-3,485.55,9.0,2.996,9.00+/-2.996,150504.00173,0.0,0.048,agile,,,,,,,
81.52,2.46,41501.0,1430724397.0,0.17,0.031,1.700e-1+/-3.100e-2,496.14,15.83,3.993,15.83+/-3.993,150504.09263,0.0,0.34,agile,,,,,,,
9.74,2.46,41503.0,1430741359.0,0.031,0.007,3.100e-2+/-7.000e-3,496.41,11.0,3.313,11.00+/-3.313,150504.14091,0.0,0.062,agile,,,,,,,
21.93,1.35,41505.0,1430753678.0,0.055,10.2,5.500e-2+/-1.020e+1,486.61,13.04,0.525,13.04+/-0.525,150504.17343,0.0,0.11,agile,,,,,,,
150.49,1.17,41509.0,1430780065.0,0.232,0.04,2.320e-1+/-4.000e-2,497.88,16.0,3.992,16.00+/-3.992,150505.00542,0.0,0.464,agile,,,,,,,
127.94,1.81,41515.0,1430809972.0,0.061,0.011,6.100e-2+/-1.100e-2,490.65,15.99,3.992,15.99+/-3.992,150505.09125,0.0,0.122,agile,,,,,,,
-66.61,2.01,41519.0,1430836980.0,0.055,0.009,5.500e-2+/-9.000e-3,498.55,19.98,4.464,19.98+/-4.464,150505.1643,0.0,0.11,agile,,,,,,,
104.66,-2.34,41521.0,1430851972.0,0.104,0.017,1.040e-1+/-1.700e-2,481.78,16.94,4.111,16.94+/-4.111,150505.20525,0.0,0.208,agile,,,,,,,
23.73,2.4,41530.0,1430905123.0,0.088,0.016,8.800e-2+/-1.600e-2,498.55,13.97,3.734,13.97+/-3.734,150506.11384,0.0,0.176,agile,,,,,,,
24.48,2.41,41530.0,1430905135.0,0.077,0.011,7.700e-2+/-1.100e-2,498.54,26.96,5.184,26.96+/-5.184,150506.11385,0.0,0.154,agile,,,,,,,
27.83,2.44,41530.0,1430905192.0,0.066,0.016,6.600e-2+/-1.600e-2,498.48,9.97,3.164,9.97+/-3.164,150506.11395,0.0,0.132,agile,,,,,,,
13.48,1.54,41536.0,1430923122.0,0.101,0.017,1.010e-1+/-1.700e-2,492.63,18.0,4.234,18.00+/-4.234,150506.16384,0.0,0.202,agile,,,,,,,
29.77,-1.27,41536.0,1430935510.0,0.289,0.039,2.890e-1+/-3.900e-2,481.82,27.0,5.184,27.00+/-5.184,150506.20051,0.0,0.578,agile,,,,,,,
111.04,-1.47,41537.0,1430942928.0,0.059,0.012,5.900e-2+/-1.200e-2,484.28,10.97,3.308,10.97+/-3.308,150506.22084,0.0,0.118,agile,,,,,,,
170.02,-2.37,41561.0,1431089280.0,0.07,0.022,7.000e-2+/-2.200e-2,478.52,8.7,3.008,8.7+/-3.008,150508.1448,0.0,0.14,agile,,,,,,,
-87.05,1.51,41561.0,1431091010.0,0.039,0.007,3.900e-2+/-7.000e-3,492.28,14.99,3.866,14.99+/-3.866,150508.15165,0.0,0.078,agile,,,,,,,
18.2,1.23,41561.0,1431092784.0,0.067,0.012,6.700e-2+/-1.200e-2,495.59,14.97,3.866,14.97+/-3.866,150508.15462,0.0,0.134,agile,,,,,,,
26.12,-0.21,41561.0,1431098975.0,0.339,0.062,3.390e-1+/-6.200e-2,490.55,15.0,3.865,15.00+/-3.865,150508.17293,1.0,0.678,agile,,,,,,,
115.7,-0.08,41566.0,1431118646.0,0.051,0.008,5.100e-2+/-8.000e-3,484.69,18.98,4.351,18.98+/-4.351,150508.22572,0.0,0.102,agile,,,,,,,
129.33,-0.6,41572.0,1431161276.0,0.094,0.015,9.400e-2+/-1.500e-2,490.78,19.91,4.462,19.91+/-4.462,150509.10475,0.0,0.188,agile,,,,,,,
110.03,-0.81,41574.0,1431167008.0,0.061,0.009,6.100e-2+/-9.000e-3,490.07,22.01,4.682,22.01+/-4.682,150509.12232,0.0,0.122,agile,,,,,,,
7.79,2.24,41574.0,1431171341.0,0.047,0.008,4.700e-2+/-8.000e-3,498.49,14.98,3.865,14.98+/-3.865,150509.13354,0.0,0.094,agile,,,,,,,
29.93,1.63,41574.0,1431171714.0,0.023,0.004,2.300e-2+/-4.000e-3,497.91,13.0,3.599,13.00+/-3.599,150509.13415,0.0,0.046,agile,,,,,,,
27.3,0.77,41576.0,1431177728.0,0.318,0.054,3.180e-1+/-5.400e-2,495.94,17.87,4.235,17.87+/-4.235,150509.1522,1.0,0.636,agile,,,,,,,
102.51,-2.48,41576.0,1431185049.0,0.086,0.015,8.600e-2+/-1.500e-2,480.07,16.96,4.112,16.96+/-4.112,150509.1724,0.0,0.172,agile,,,,,,,
20.78,-1.12,41576.0,1431189732.0,0.148,0.024,1.480e-1+/-2.400e-2,489.45,18.88,4.347,18.88+/-4.347,150509.18421,0.0,0.296,agile,,,,,,,
4.1,2.48,41586.0,1431250011.0,0.057,0.011,5.700e-2+/-1.100e-2,495.4,12.95,3.6,12.95+/-3.60,150510.11265,0.0,0.114,agile,,,,,,,
65.13,0.06,41589.0,1431257098.0,0.216,0.027,2.160e-1+/-2.700e-2,495.69,32.92,5.733,32.92+/-5.733,150510.13245,1.0,0.432,agile,,,,,,,
21.46,-0.15,41591.0,1431268476.0,0.117,0.02,1.170e-1+/-2.000e-2,495.34,17.97,4.234,17.97+/-4.234,150510.16343,0.0,0.234,agile,,,,,,,
116.07,-2.4,41591.0,1431270067.0,0.063,0.014,6.300e-2+/-1.400e-2,479.91,10.95,3.309,10.95+/-3.309,150510.1701,0.0,0.126,agile,,,,,,,
109.89,0.92,41597.0,1431294184.0,0.049,0.009,4.900e-2+/-9.000e-3,483.45,12.97,3.599,12.97+/-3.599,150510.2343,0.0,0.098,agile,,,,,,,
-78.34,1.97,41604.0,1431345525.0,0.047,0.009,4.700e-2+/-9.000e-3,486.97,12.97,3.599,12.97+/-3.599,150511.13584,0.0,0.094,agile,,,,,,,
25.24,-0.4,41604.0,1431353328.0,0.023,0.005,2.300e-2+/-5.000e-3,496.32,10.97,3.306,10.97+/-3.306,150511.16084,0.0,0.046,agile,,,,,,,
100.86,1.5,41615.0,1431409103.0,0.371,0.043,3.710e-1+/-4.300e-2,497.82,37.83,6.147,37.83+/-6.147,150512.07382,0.0,0.742,agile,,,,,,,
-115.45,-1.64,41626.0,1431478142.0,0.096,0.019,9.600e-2+/-1.900e-2,495.09,12.01,3.46,12.01+/-3.46,150513.0249,0.0,0.192,agile,,,,,,,
103.82,2.47,41626.0,1431481825.0,0.066,0.014,6.600e-2+/-1.400e-2,490.3,12.97,3.599,12.97+/-3.599,150513.03502,0.0,0.132,agile,,,,,,,
143.7,-2.48,41632.0,1431512782.0,0.272,0.061,2.720e-1+/-6.100e-2,488.57,14.9,3.875,14.9+/-3.875,150513.12262,1.0,0.544,agile,,,,,,,
17.07,-0.26,41646.0,1431607546.0,0.051,0.009,5.100e-2+/-9.000e-3,497.92,17.0,4.118,17.00+/-4.118,150514.14454,0.0,0.102,agile,,,,,,,
27.41,-0.73,41646.0,1431607720.0,0.049,0.011,4.900e-2+/-1.100e-2,498.12,9.99,3.154,9.99+/-3.154,150514.14484,0.0,0.098,agile,,,,,,,
15.4,-2.06,41648.0,1431619632.0,0.077,0.014,7.700e-2+/-1.400e-2,496.22,16.91,4.11,16.91+/-4.11,150514.18071,0.0,0.154,agile,,,,,,,
-0.39,2.2,41660.0,1431679921.0,0.034,0.007,3.400e-2+/-7.000e-3,487.52,13.0,3.599,13.00+/-3.599,150515.1052,0.0,0.068,agile,,,,,,,
11.12,-0.06,41660.0,1431692228.0,0.178,0.035,1.780e-1+/-3.500e-2,496.6,12.95,3.596,12.95+/-3.596,150515.1417,0.0,0.356,agile,,,,,,,
26.44,-0.76,41660.0,1431692487.0,0.084,0.019,8.400e-2+/-1.900e-2,497.73,9.96,3.154,9.96+/-3.154,150515.14212,0.0,0.168,agile,,,,,,,
170.72,0.78,41662.0,1431700971.0,0.043,0.008,4.300e-2+/-8.000e-3,478.49,13.99,3.735,13.99+/-3.735,150515.16425,0.0,0.086,agile,,,,,,,
13.04,-2.37,41664.0,1431716488.0,0.026,0.005,2.600e-2+/-5.000e-3,491.56,11.99,3.458,11.99+/-3.458,150515.21012,0.0,0.052,agile,,,,,,,
17.39,-0.71,41666.0,1431728673.0,0.577,0.123,5.770e-1+/-1.230e-1,482.48,26.37,5.237,26.37+/-5.237,150516.00243,1.0,1.154,agile,,,,,,,
167.14,-0.66,41668.0,1431743300.0,0.096,0.014,9.600e-2+/-1.400e-2,497.02,24.97,4.991,24.97+/-4.991,150516.04282,0.0,0.192,agile,,,,,,,
16.33,-2.48,41678.0,1431795269.0,0.108,0.02,1.080e-1+/-2.000e-2,496.18,15.82,3.994,15.82+/-3.994,150516.18542,0.0,0.216,agile,,,,,,,
102.69,2.41,41680.0,1431814887.0,0.112,0.019,1.120e-1+/-1.900e-2,478.82,19.93,4.462,19.93+/-4.462,150517.00212,0.0,0.224,agile,,,,,,,
23.83,-0.8,41688.0,1431862006.0,0.151,0.02,1.510e-1+/-2.000e-2,495.16,27.83,5.278,27.83+/-5.278,150517.13264,0.0,0.302,agile,,,,,,,
26.71,-0.92,41688.0,1431862055.0,0.117,0.024,1.170e-1+/-2.400e-2,495.52,11.95,3.456,11.95+/-3.456,150517.13273,0.0,0.234,agile,,,,,,,
26.61,-2.45,41690.0,1431880223.0,0.148,0.034,1.480e-1+/-3.400e-2,496.35,9.94,3.155,9.94+/-3.155,150517.18302,0.0,0.296,agile,,,,,,,
102.6,-2.44,41702.0,1431942058.0,0.05,0.009,5.000e-2+/-9.000e-3,498.06,12.96,3.598,12.96+/-3.598,150518.11405,0.0,0.1,agile,,,,,,,
15.11,-1.5,41704.0,1431952696.0,0.15,0.03,1.500e-1+/-3.000e-2,495.56,13.35,3.736,13.35+/-3.736,150518.14381,0.0,0.3,agile,,,,,,,
4.08,2.41,41715.0,1432013068.0,0.053,0.008,5.300e-2+/-8.000e-3,478.21,18.99,4.35,18.99+/-4.35,150519.07242,0.0,0.106,agile,,,,,,,
106.25,-2.13,41717.0,1432020842.0,0.026,0.005,2.600e-2+/-5.000e-3,496.6,10.0,3.157,10.00+/-3.157,150519.0934,0.0,0.052,agile,,,,,,,
142.27,-0.21,41719.0,1432039619.0,0.198,0.039,1.980e-1+/-3.900e-2,489.3,13.96,3.738,13.96+/-3.738,150519.14465,0.0,0.396,agile,,,,,,,
21.12,-2.35,41719.0,1432043633.0,0.581,0.092,5.810e-1+/-9.200e-2,497.24,20.0,4.463,20.00+/-4.463,150519.15535,1.0,1.162,agile,,,,,,,
26.53,-2.42,41719.0,1432049781.0,0.251,0.024,2.510e-1+/-2.400e-2,497.93,52.0,7.186,52.00+/-7.186,150519.17362,0.0,0.502,agile,,,,,,,
23.75,-1.01,41733.0,1432116344.0,0.131,0.02,1.310e-1+/-2.000e-2,489.2,21.97,4.68,21.97+/-4.68,150520.12054,0.0,0.262,agile,,,,,,,
93.6,-2.04,41735.0,1432123577.0,0.061,0.012,6.100e-2+/-1.200e-2,497.51,12.97,3.599,12.97+/-3.599,150520.14061,0.0,0.122,agile,,,,,,,
13.14,2.48,41741.0,1432176725.0,0.376,0.042,3.760e-1+/-4.200e-2,478.95,41.91,6.463,41.91+/-6.463,150521.0452,0.0,0.752,agile,,,,,,,
133.75,-2.27,41743.0,1432184806.0,0.131,0.024,1.310e-1+/-2.400e-2,493.81,14.97,3.866,14.97+/-3.866,150521.07064,0.0,0.262,agile,,,,,,,
29.23,-1.75,41749.0,1432225439.0,0.236,0.027,2.360e-1+/-2.700e-2,497.76,39.98,6.304,39.98+/-6.304,150521.18235,0.0,0.472,agile,,,,,,,
-8.37,2.47,41756.0,1432267197.0,0.143,0.024,1.430e-1+/-2.400e-2,480.01,17.96,4.231,17.96+/-4.231,150522.05595,0.0,0.286,agile,,,,,,,
0.45,2.39,41756.0,1432267345.0,0.053,0.009,5.300e-2+/-9.000e-3,479.07,17.98,4.235,17.98+/-4.235,150522.06022,0.0,0.106,agile,,,,,,,
114.57,-2.45,41759.0,1432281372.0,0.416,0.046,4.160e-1+/-4.600e-2,495.77,40.0,6.307,40.00+/-6.307,150522.09561,0.0,0.832,agile,,,,,,,
26.37,-1.26,41759.0,1432285944.0,0.212,0.047,2.120e-1+/-4.700e-2,484.72,23.0,4.818,23.00+/-4.818,150522.11122,0.0,0.424,agile,,,,,,,
15.65,-2.46,41760.0,1432303930.0,0.094,0.015,9.400e-2+/-1.500e-2,494.97,21.99,4.679,21.99+/-4.679,150522.16121,0.0,0.188,agile,,,,,,,
21.55,-2.42,41760.0,1432304030.0,0.042,0.009,4.200e-2+/-9.000e-3,495.71,10.96,3.313,10.96+/-3.313,150522.16135,0.0,0.084,agile,,,,,,,
102.81,2.28,41766.0,1432329622.0,0.094,0.016,9.400e-2+/-1.600e-2,479.34,17.95,4.235,17.95+/-4.235,150522.23202,0.0,0.188,agile,,,,,,,
123.07,1.76,41766.0,1432329961.0,0.039,0.008,3.900e-2+/-8.000e-3,477.93,11.98,3.459,11.98+/-3.459,150522.2326,0.0,0.078,agile,,,,,,,
105.88,1.51,41766.0,1432335727.0,0.026,0.005,2.600e-2+/-5.000e-3,477.77,11.99,3.457,11.99+/-3.457,150523.0102,0.0,0.052,agile,,,,,,,
23.04,2.44,41766.0,1432340392.0,0.03,0.007,3.000e-2+/-7.000e-3,484.09,10.01,3.158,10.01+/-3.158,150523.02195,0.0,0.06,agile,,,,,,,
102.75,-2.27,41772.0,1432372006.0,0.236,0.034,2.360e-1+/-3.400e-2,495.56,24.95,4.989,24.95+/-4.989,150523.11064,0.0,0.472,agile,,,,,,,
22.76,-0.95,41777.0,1432400939.0,0.023,0.005,2.300e-2+/-5.000e-3,497.77,10.98,3.309,10.98+/-3.309,150523.19085,0.0,0.046,agile,,,,,,,
145.5,-0.71,41801.0,1432542279.0,0.287,0.04,2.870e-1+/-4.000e-2,497.13,25.85,5.091,25.85+/-5.091,150525.10243,0.0,0.574,agile,,,,,,,
139.08,0.1,41803.0,1432548227.0,0.067,0.009,6.700e-2+/-9.000e-3,497.74,22.99,4.787,22.99+/-4.787,150525.12034,0.0,0.134,agile,,,,,,,
23.22,-2.47,41803.0,1432552332.0,0.259,0.093,2.590e-1+/-9.300e-2,485.75,31.14,5.824,31.14+/-5.824,150525.13121,0.0,0.518,agile,,,,,,,
24.69,-2.31,41803.0,1432558411.0,0.216,0.043,2.160e-1+/-4.300e-2,490.3,23.57,4.912,23.57+/-4.912,150525.14533,0.0,0.432,agile,,,,,,,
137.94,1.98,41803.0,1432560322.0,0.026,0.005,2.600e-2+/-5.000e-3,494.72,9.99,3.155,9.99+/-3.155,150525.15252,0.0,0.052,agile,,,,,,,
-66.45,0.63,41809.0,1432599269.0,0.167,0.028,1.670e-1+/-2.800e-2,497.91,17.94,4.235,17.94+/-4.235,150526.02142,0.0,0.334,agile,,,,,,,
107.79,2.44,41820.0,1432662757.0,0.026,0.005,2.600e-2+/-5.000e-3,490.46,11.99,3.457,11.99+/-3.457,150526.19523,0.0,0.052,agile,,,,,,,
107.03,0.15,41823.0,1432680909.0,0.391,0.039,3.910e-1+/-3.900e-2,479.16,51.74,7.192,51.74+/-7.192,150527.0055,0.0,0.782,agile,,,,,,,
176.35,-2.46,41825.0,1432688126.0,0.032,0.007,3.200e-2+/-7.000e-3,483.73,12.99,3.601,12.99+/-3.601,150527.02552,0.0,0.064,agile,,,,,,,
22.91,-2.48,41829.0,1432721878.0,0.058,0.009,5.800e-2+/-9.000e-3,481.41,17.97,4.234,17.97+/-4.234,150527.12175,0.0,0.116,agile,,,,,,,
20.64,-0.75,41836.0,1432740006.0,0.09,0.012,9.000e-2+/-1.200e-2,493.22,30.95,5.555,30.95+/-5.555,150527.172,0.0,0.18,agile,,,,,,,
101.28,-1.34,41845.0,1432801915.0,0.407,0.063,4.070e-1+/-6.300e-2,488.84,20.93,4.575,20.93+/-4.575,150528.10315,1.0,0.814,agile,,,,,,,
101.97,-1.31,41845.0,1432801927.0,0.275,0.039,2.750e-1+/-3.900e-2,488.97,24.01,4.89,24.01+/-4.89,150528.1032,0.0,0.55,agile,,,,,,,
99.31,-0.39,41845.0,1432807938.0,0.197,0.039,1.970e-1+/-3.900e-2,492.6,12.9,3.599,12.9+/-3.599,150528.12121,1.0,0.394,agile,,,,,,,
20.7,-2.29,41847.0,1432812671.0,0.236,0.031,2.360e-1+/-3.100e-2,482.66,30.74,5.556,30.74+/-5.556,150528.13311,0.0,0.472,agile,,,,,,,
22.27,-2.26,41847.0,1432812697.0,0.448,0.057,4.480e-1+/-5.700e-2,482.91,47.97,6.939,47.97+/-6.939,150528.13313,0.0,0.896,agile,,,,,,,
21.07,-1.63,41847.0,1432818732.0,0.039,0.008,3.900e-2+/-8.000e-3,486.82,10.99,3.311,10.99+/-3.311,150528.15121,0.0,0.078,agile,,,,,,,
27.18,-0.38,41849.0,1432824890.0,0.057,0.008,5.700e-2+/-8.000e-3,492.14,23.01,4.79,23.01+/-4.79,150528.16545,0.0,0.114,agile,,,,,,,
-102.1,1.69,41859.0,1432889329.0,0.063,0.012,6.300e-2+/-1.200e-2,490.92,13.95,3.732,13.95+/-3.732,150529.10484,0.0,0.126,agile,,,,,,,
154.35,1.95,41859.0,1432893640.0,0.1,0.023,1.000e-1+/-2.300e-2,497.41,9.93,3.153,9.93+/-3.153,150529.12004,0.0,0.2,agile,,,,,,,
24.82,-2.17,41861.0,1432897515.0,0.113,0.017,1.130e-1+/-1.700e-2,481.4,21.03,4.578,21.03+/-4.578,150529.13051,0.0,0.226,agile,,,,,,,
115.72,1.47,41861.0,1432899045.0,0.764,0.103,7.640e-1+/-1.030e-1,496.26,28.0,5.278,28.00+/-5.278,150529.13304,1.0,1.528,agile,,,,,,,
117.73,2.23,41861.0,1432905135.0,0.167,0.027,1.670e-1+/-2.700e-2,497.71,18.94,4.35,18.94+/-4.35,150529.15121,0.0,0.334,agile,,,,,,,
