GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
230826A;1693071167.0;83.04805:32:11.5;66.12966:07:44.4;41.07;36+/-1;2.16422;83.103;66.79;41.07;swift
230818A;1692394054.0;285.88819:03:33.1;40.88840:53:16.8;9.82;19+/-1;2.00403;286.079;41.297;9.82;swift
230816A;1692194928.0;328.45321:53:48.7;37.85337:51:10.8;20.48;7.7+/-0.7;1.66368;328.672;38.232;20.48;swift
230815A;1692089395.0;184.76012:19:02.4;-58.067-58:04:01.2;17.00;52+/-3;1.93508;184.883;-58.648;17.00;swift
230812B;1691859492.0;250.116:40:24;46.246:12:00;;;1.78809;250.267;46.662;;swift
230805B;1691227431.0;207.73813:50:57.1;31.19031:11:24;93.77;19+/-2;1.79436;207.876;31.502;93.77;swift
230802A;1690951826.0;76.23205:04:55.7;19.55219:33:07.2;175.62;50+/-2;1.68259;76.283;19.748;175.62;swift
230728A;1690505403.0;343.51422:54:03.4;28.16928:10:08.4;15.10;11+/-1;2.03782;343.743;28.451;15.10;swift
230723B;1690105352.0;250.39116:41:33.8;-5.319-05:19:08.4;6.64;17+/-1;2.34379;250.558;-5.372;6.64;swift
230628E;1687983970.0;171.85111:27:24.2;-11.430-11:25:48;4.72;3.3+/-0.6;2.00283;171.966;-11.544;4.72;swift
230622A;1687421061.0;292.51619:30:03.8;-32.972-32:58:19.2;18.37;4.1+/-1.0;3.16286;292.711;-33.302;18.37;swift
230618A;1687053072.0;196.64213:06:34.1;3.27803:16:40.8;104.05;15+/-2;1.84227;196.773;3.311;104.05;swift
230606A;1686003277.0;166.77711:07:06.5;36.50436:30:14.4;16.26;12+/-6;2.02294;166.888;36.869;16.26;swift
230510A;1683713188.0;318.13821:12:33.1;34.43034:25:48;178.4;100+/-10;2.00864;318.35;34.774;178.4;swift
230506C;1683385759.0;134.37108:57:29;45.13145:07:51.6;31.00;17+/-2;2.08995;134.461;45.582;31.00;swift
230506B;1683369918.0;326.98621:47:56.6;44.51444:30:50.4;61.54;29+/-2;1.97248;327.204;44.959;61.54;swift
230427A;1682584312.0;153.33910:13:21.4;48.23148:13:51.6;4.00;0.95+/-0.29;1.93914;153.441;48.713;4.00;swift
230423A;1682269675.0;122.61808:10:28.3;-21.901-21:54:03.6;23.60;4.6+/-0.8;3.02943;122.7;-22.12;23.60;swift
230420A;1681978741.0;161.04010:44:09.6;32.11132:06:39.6;111.75;27+/-2;1.82585;161.147;32.432;111.75;swift
230414B;1681481661.0;181.05212:04:12.5;53.17953:10:44.4;25.98;4.7+/-1.0;2.02038;181.173;53.711;25.98;swift
230409B;1681009017.0;329.51621:58:03.8;52.83252:49:55.2;9.79;9.9+/-1.2;1.97486;329.736;53.36;9.79;swift
230405B;1680717483.0;271.46718:05:52.1;-47.070-47:04:12;;;1.94897;271.648;-47.541;;swift
230328B;1680008088.0;291.03719:24:08.9;80.01380:00:46.8;19.23;43+/-2;1.89331;291.231;80.813;19.23;swift
230325A;1679710535.0;296.85419:47:25;-46.067-46:04:01.2;38.05;13+/-2;2.0855;297.052;-46.528;38.05;swift
230322B;1679515837.0;16.55001:06:12;-47.709-47:42:32.4;11.61;3.7+/-0.6;1.99948;16.561;-48.186;11.61;swift
230307A;1678200246.0;54.103:36:24;-76.6-76:36:00;;;2.3317;54.136;-77.366;;swift
230228A;1677559850.0;18.39701:13:35.3;44.49544:29:42;2.18;3.6+/-0.4;1.81512;18.409;44.94;2.18;swift
230217A;1676667190.0;280.75918:43:02.2;-28.840-28:50:24;1.30;23+/-2;1.6;280.946;-29.128;1.30;swift
230216A;1676555314.0;113.96607:35:51.8;-7.993-07:59:34.8;91.20;13+/-2;2.01348;114.042;-8.073;91.20;swift
230205A;1675589391.0;202.05713:28:13.7;46.68646:41:09.6;2.30;1.6+/-0.3;1.89227;202.192;47.153;2.30;swift
230204B;1675543671.0;197.58113:10:19.4;-21.752-21:45:07.2;;;1.19597;197.713;-21.97;;swift
230204A;1675475817.0;238.16615:52:39.8;-50.848-50:50:52.8;182.05;37+/-3;1.53928;238.325;-51.356;182.05;swift
230123A;1674465584.0;40.90502:43:37.2;-65.661-65:39:39.6;5.37;2.7+/-0.4;2.18978;40.932;-66.318;5.37;swift
230116D;1673899483.0;98.58406:34:20.2;49.83149:49:51.6;41.00;8.12+/-1.2;1.76412;98.65;50.329;41.00;swift
230116C;1673879601.0;223.46714:53:52.1;-16.883-16:52:58.8;316.77;61+/-5;;223.616;-17.052;316.77;swift
221231A;1672519565.0;336.26022:25:02.4;25.13825:08:16.8;;;1.37488;336.484;25.389;;swift
221226B;1672090880.0;22.90301:31:36.7;-41.515-41:30:54;3.44;5.4+/-0.5;1.59023;22.918;-41.93;3.44;swift
221216A;1671186080.0;326.02321:44:05.5;-34.394-34:23:38.4;174.48;46+/-3;1.72199;326.24;-34.738;174.48;swift
221215A;1671074067.0;155.05610:20:13.4;46.87346:52:22.8;;;;155.159;47.342;;swift
221206B;1670325767.0;251.15516:44:37.2;42.67142:40:15.6;;;;251.322;43.098;;swift
221202A;1670007970.0;77.00205:08:00.5;-59.836-59:50:09.6;10.34;3.2+/-0.6;2.69952;77.053;-60.434;10.34;swift
221201A;1669893905.0;266.90317:47:36.7;-68.230-68:13:48;33.71;86+/-2;1.98704;267.081;-68.912;33.71;swift
221120A;1668976168.0;41.36302:45:27.1;43.24143:14:27.6;0.79;1.1+/-0.2;1.90564;41.391;43.673;0.79;swift
221110A;1668043697.0;29.10601:56:25.4;-27.298-27:17:52.8;8.98;5.1+/-0.5;1.88143;29.125;-27.571;8.98;swift
221028A;1666955787.0;314.19820:56:47.5;41.08241:04:55.2;57.1;15.1+/-1.4;1.53251;314.407;41.493;57.1;swift
221027B;1666890818.0;225.60115:02:24.2;47.45147:27:03.6;8.66;5.8+/-0.6;1.94934;225.751;47.926;8.66;swift
221024A;1666609227.0;169.70211:18:48.5;33.06833:04:04.8;120;15+/-2;1.96093;169.815;33.399;120;swift
221022A;1666460013.0;118.34207:53:22.1;-5.117-05:07:01.2;;;;118.421;-5.168;;swift
221016A;1665956364.0;38.93802:35:45.1;-34.615-34:36:54;21.86;23+/-1;2.04284;38.964;-34.961;21.86;swift
221009A;1665317417.0;288.25419:13:01;19.80919:48:32.4;1068.40;740+/-10;1.836;288.446;20.007;1068.40;swift
221006A;1665010629.0;337.32822:29:18.7;15.70315:42:10.8;;;2.12004;337.553;15.86;;swift
220930A;1664529112.0;64.72504:18:54;13.35313:21:10.8;180.47;55+/-4;1.82188;64.768;13.487;180.47;swift
220921A;1663751159.0;66.7904:27:09.6;-40.25-40:15:00;;;2.21317;66.835;-40.653;;swift
220909A;1662699133.0;216.044814:24:10.8;-8.8551-08:51:18.4;;;;216.189;-8.944;;swift
220907A;1662552325.0;268.86917:55:28.6;-20.303-20:18:10.8;8.49;4.1+/-0.6;2.80683;269.048;-20.506;8.49;swift
220831A;1661946993.0;24.255001:37:01.2;-41.5818-41:34:54.5;;;;24.271;-41.998;;swift
220826A;1661507721.0;206.42113:45:41;-44.036-44:02:09.6;11.14;12+/-1;1.84127;206.559;-44.476;11.14;swift
220813A;1660411383.0;81.50105:26:00.2;-32.985-32:59:06;;;1.99747;81.555;-33.315;;swift
220806A;1659802119.0;260.85817:23:25.9;-26.021-26:01:15.6;4.78;1.5+/-0.3;;261.032;-26.281;4.78;swift
220730A;1659188935.0;224.98814:59:57.1;-69.496-69:29:45.6;0.19;1.6+/-0.2;;225.138;-70.191;0.19;swift
220715B;1657916682.0;254.86016:59:26.4;-33.586-33:35:09.6;40.40;12+/-1;2.55747;255.03;-33.922;40.40;swift
220714B;1657799884.0;47.08603:08:20.6;-19.321-19:19:15.6;50.10;44+/-1;2.02899;47.117;-19.514;50.10;swift
220711B;1657556188.0;262.01817:28:04.3;24.67424:40:26.4;88.64;60+/-3;2.07638;262.193;24.921;88.64;swift
220710A;1657416574.0;221.59214:46:22.1;20.65720:39:25.2;;;0.940715;221.74;20.864;;swift
220708B;1657238817.0;248.65216:34:36.5;36.33836:20:16.8;;;2.25482;248.818;36.701;;swift
220708A;1657247969.0;103.03806:52:09.1;72.19972:11:56.4;4.4;1.3+/-0.3;1.81863;103.107;72.921;4.4;swift
220706A;1657116554.0;0.57700:02:18.5;-16.411-16:24:39.6;86.9;14+/-1;2.35366;0.577;-16.575;86.9;swift
220701A;1656643978.0;242.47416:09:53.8;55.43655:26:09.6;5.77;1.8+/-0.4;2.3328;242.636;55.99;5.77;swift
220627A;1656357660.0;211.514:06:00;-35.1-35:06:00;;;1.95098;211.641;-35.451;;swift
220623A;1655960654.0;145.45909:41:50.2;75.82375:49:22.8;57.11;35+/-1;1.92105;145.556;76.581;57.11;swift
220618A;1655536229.0;38.98602:35:56.6;55.21855:13:04.8;96.00;22+/-3;2.31798;39.012;55.77;96.00;swift
220611A;1654963311.0;66.50504:26:01.2;-37.265-37:15:54;57.00;6.7+/-1.3;1.90103;66.549;-37.638;57.00;swift
220606B;1654470208.0;28.47401:53:53.8;-54.471-54:28:15.6;;;;28.493;-55.016;;swift
220527A;1653635834.0;;;;;1.87028;;;;swift
220521A;1653168021.0;275.21818:20:52.3;10.37210:22:19.2;13.55;8.1+/-0.8;2.02179;275.401;10.476;13.55;swift
220518A;1652847560.0;55.34003:41:21.6;-47.593-47:35:34.8;12.29;5.7+/-0.8;1.84744;55.377;-48.069;12.29;swift
220511A;1652269677.0;287.44619:09:47;17.73917:44:20.4;;;3.23792;287.638;17.916;;swift
220506A;1651811295.0;239.69815:58:47.5;-26.668-26:40:04.8;;;1.70327;239.858;-26.935;;swift
220501A;1651427511.0;85.58305:42:19.9;14.01014:00:36;202.24;22+/-2;;85.64;14.15;202.24;swift
220430A;1651319595.0;97.61606:30:27.8;9.54709:32:49.2;43.10;440+/-5;1.83378;97.681;9.642;43.10;swift
220427A;1651086034.0;275.92218:23:41.3;-56.257-56:15:25.2;57.2;21+/-2;2.01924;276.106;-56.82;57.2;swift
220418B;1650294981.0;224.34414:57:22.6;-17.539-17:32:20.4;;;;224.494;-17.714;;swift
220412B;1649776009.0;320.75821:23:01.9;-0.261-00:15:39.6;0.14;0.89+/-0.12;;320.972;-0.264;0.14;swift
220412A;1649738210.0;123.97508:15:54;30.33630:20:09.6;41.66;5.9+/-0.9;1.69642;124.058;30.639;41.66;swift
220408A;1649389564.0;202.39913:29:35.8;47.06547:03:54;17.25;12+/-1;1.90992;202.534;47.536;17.25;swift
220404A;1649066070.0;50.41303:21:39.1;10.00110:00:03.6;2.54;1.4+/-0.3;;50.447;10.101;2.54;swift
220403B;1649011362.0;190.97412:43:53.8;89.18089:10:48;27.0;37+/-1;1.89728;191.101;90.072;27.0;swift
220325A;1648224983.0;269.46917:57:52.6;-7.055-07:03:18;3.50;2.9+/-0.4;1.58848;269.649;-7.126;3.50;swift
220319A;1647708033.0;218.13914:32:33.4;61.29161:17:27.6;6.44;2.3+/-0.4;2.25813;218.284;61.904;6.44;swift
220306B;1646586937.0;5.38000:21:31.2;71.38471:23:02.4;12.34;6.0+/-0.7;1.79849;5.384;72.098;12.34;swift
220305A;1646493188.0;107.61007:10:26.4;-37.703-37:42:10.8;21.12;20+/-2;2.2999;107.682;-38.08;21.12;swift
220302A;1646203219.0;301.43220:05:43.7;49.38949:23:20.4;;;1.45479;301.633;49.883;;swift
220219B;1645259245.0;;;;;1.52377;;;;swift
220218A;1645219739.0;133.83008:55:19.2;31.98431:59:02.4;;;;133.919;32.304;;swift
220210A;1644533798.0;345.77823:03:06.7;61.82661:49:33.6;;;;346.009;62.444;;swift
220118A;1642526438.0;192.27712:49:06.5;22.91122:54:39.6;10.61;18+/-1;1.81882;192.405;23.14;10.61;swift
220117C;1642391155.0;286.45719:05:49.7;16.79116:47:27.6;8.55;;;286.648;16.959;8.55;swift
220117B;1642446328.0;191.98912:47:57.4;-28.762-28:45:43.2;24.37;2.9+/-0.6;2.04264;192.117;-29.05;24.37;swift
220117A;1642432731.0;91.59006:06:21.6;-28.402-28:24:07.2;49.81;16+/-2;1.78537;91.651;-28.686;49.81;swift
220107B;1641578493.0;216.514:25:60;20.020:00:00;;;1.75053;216.644;20.2;;swift
220107A;1641563131.0;169.76111:19:02.6;34.13934:08:20.4;;;1.84105;169.874;34.48;;swift
220101A;1641010195.0;1.36000:05:26.4;31.75831:45:28.8;173.36;250;1.62241;1.361;32.076;173.36;swift
211229A;1640744955.0;295.04419:40:10.6;23.13323:07:58.8;;;;295.241;23.364;;swift
211227A;1640644326.0;132.14408:48:34.6;-2.736-02:44:09.6;83.79;80+/-2;2.96883;132.232;-2.763;83.79;swift
211225B;1640434339.0;258.54517:14:10.8;17.27717:16:37.2;121.54;150+/-3;;258.717;17.45;121.54;swift
211223C;1640266166.0;227.16515:08:39.6;-26.878-26:52:40.8;15.00;24+/-1;;227.316;-27.147;15.00;swift
211221A;1640116120.0;78.90605:15:37.4;0.90200:54:07.2;671.67;40+/-3;1.59408;78.959;0.911;671.67;swift
211211A;1639224599.0;212.27214:09:05.3;27.88427:53:02.4;51.37;1500+/-20;1.49581;212.414;28.163;51.37;swift
211207A;1638906776.0;149.60109:58:24.2;-24.360-24:21:36;3.73;1.9+/-0.4;2.08;149.701;-24.604;3.73;swift
211129A;1638175866.0;274.56518:18:15.6;31.78131:46:51.6;113.01;23+/-2;2.3;274.748;32.099;113.01;swift
211107B;1636302430.0;65.794904:23:10.8;-27.5524-27:33:08.6;;;2.5;65.839;-27.828;;swift
211106A;1636169851.0;343.64322:54:34.3;-53.236-53:14:09.6;1.75;;;343.872;-53.768;1.75;swift
211025A;1635131420.0;162.40710:49:37.7;31.50631:30:21.6;103.5;7.7+/-1.4;2.33;162.515;31.821;103.5;swift
211024B;1635106836.0;154.70810:18:49.9;24.56624:33:57.6;603.5;68+/-3;2.08;154.811;24.812;603.5;swift
211024A;1635032051.0;28.05301:52:12.7;-6.973-06:58:22.8;;;;28.072;-7.043;;swift
211023B;1635015952.0;170.31411:21:15.4;39.13339:07:58.8;1.30;1.7+/-0.3;2.08;170.428;39.524;1.30;swift
210930A;1632962812.0;197.41513:09:39.6;48.63048:37:48;11.81;4.0+/-0.5;2.25294;197.547;49.116;11.81;swift
210928A;1632787231.0;245.8816:23:31.2;-17.91-17:54:36;;;1.4;246.044;-18.089;;swift
210919A;1632004113.0;80.24205:20:58.1;1.28601:17:09.6;0.16;0.88+/-0.17;1.88797;80.295;1.299;0.16;swift
210912A;1631437271.0;129.87408:39:29.8;79.21679:12:57.6;28.35;11+/-1;1.6687;129.961;80.008;28.35;swift
210905A;1630793561.0;309.06220:36:14.9;-44.431-44:25:51.6;;;1.89791;309.268;-44.875;;swift
210901A;1630501476.0;295.22419:40:53.8;-76.942-76:56:31.2;46.77;31+/-3;2.0032;295.421;-77.711;46.77;swift
210827A;1630051164.0;174.918111:39:40.3;55.785855:47:08.9;;;1.66293;175.035;56.344;;swift
210824A;1629771001.0;232.11515:28:27.6;11.16911:10:08.4;37.55;17+/-1;2.31979;232.27;11.281;37.55;swift
210822A;1629616698.0;304.46120:17:50.6;5.26505:15:54;180.8;200+/-4;1.70788;304.664;5.318;180.8;swift
210820A;1629473880.0;20.62201:22:29.3;4.64204:38:31.2;196.8;15+/-2;2.27505;20.636;4.688;196.8;swift
210818A;1629241328.0;148.94909:55:47.8;-87.029-87:01:44.4;73.56;160+/-3;1.64054;149.048;-87.899;73.56;swift
210807C;1628369828.0;143.54009:34:09.6;-51.409-51:24:32.4;89.97;120;2.4733;143.636;-51.923;89.97;swift
210807A;1628323420.0;76.66605:06:39.8;58.25758:15:25.2;156.30;95+/-4;1.70939;76.717;58.84;156.30;swift
210802A;1627927686.0;230.915:23:36;29.829:48:00;;;2.68458;231.054;30.098;;swift
210731A;1627762868.0;300.31120:01:14.6;-28.056-28:03:21.6;22.51;22+/-2;2.06317;300.511;-28.337;22.51;swift
210730A;1627613849.0;149.57009:58:16.8;69.70369:42:10.8;3.86;13+/-1;2.41474;149.67;70.4;3.86;swift
210726A;1627319943.0;193.33312:53:19.9;19.21119:12:39.6;0.39;0.45+/-0.11;2.24209;193.462;19.403;0.39;swift
210725B;1627207248.0;192.91412:51:39.4;17.13017:07:48;48.00;4.9+/-1.1;1.68998;193.043;17.301;48.00;swift
210725A;1627177622.0;215.38114:21:31.4;-1.177-01:10:37.2;53.54;8.1+/-1.2;1.48412;215.525;-1.189;53.54;swift
210724A;1627150449.0;227.42515:09:42;-6.279-06:16:44.4;50.57;18+/-2;2.31643;227.577;-6.342;50.57;swift
210723A;1627044370.0;121.72308:06:53.5;-32.893-32:53:34.8;48.54;53+/-2;1.75112;121.804;-33.222;48.54;swift
210722A;1626980082.0;27.03101:48:07.4;-6.347-06:20:49.2;50.20;25+/-2;1.83712;27.049;-6.41;50.20;swift
210712A;1626075791.0;97.32206:29:17.3;-35.376-35:22:33.6;136.41;30+/-3;1.97803;97.387;-35.73;136.41;swift
210708B;1625743404.0;142.59409:30:22.6;14.52314:31:22.8;298.43;22+/-4;;142.689;14.668;298.43;swift
210708A;1625703937.0;173.75911:35:02.2;-49.164-49:09:50.4;2.77;1.1+/-0.2;2.46195;173.875;-49.656;2.77;swift
210706A;1625552269.0;312.012420:48:03;13.307913:18:28.4;;;1.58902;312.22;13.441;;swift
210704A;1625420004.0;159.0810:36:19.2;57.3157:18:36;;;1.49547;159.186;57.883;;swift
210702A;1625245633.0;168.57011:14:16.8;-36.741-36:44:27.6;138.2;98+/-5;1.96307;168.682;-37.108;138.2;swift
210626A;1624688175.0;221.619914:46:28.8;-1.1512-01:09:04.3;;;2.31266;221.768;-1.163;;swift
210622A;1624318355.0;233.11715:32:28.1;-26.213-26:12:46.8;;;;233.272;-26.475;;swift
210619B;1624139965.0;319.71821:18:52.3;33.85033:51:00;60.90;950+/-10;1.92306;319.931;34.189;60.90;swift
210618A;1623973417.0;235.76315:43:03.1;46.07246:04:19.2;2.13;1.8+/-0.3;;235.92;46.533;2.13;swift
210610B;1623347487.0;243.92916:15:43;14.39814:23:52.8;69.38;360+/-10;1.91684;244.092;14.542;69.38;swift
210610A;1623330223.0;204.28413:37:08.2;14.47614:28:33.6;13.62;10+/-1;1.83562;204.42;14.621;13.62;swift
210606A;1622944562.0;170.90411:23:37;0.71800:43:04.8;;;1.70832;171.018;0.725;;swift
210605B;1622897758.0;15.73201:02:55.7;-6.467-06:28:01.2;;;3.08947;15.742;-6.532;;swift
210527A;1622092068.0;172.34611:29:23;31.62731:37:37.2;63.21;6.5+/-1.0;2.86839;172.461;31.943;63.21;swift
210517A;1621222081.0;358.19023:52:45.6;-39.104-39:06:14.4;3.06;1.5+/-0.3;1.71079;358.429;-39.495;3.06;swift
210515C;1621101721.0;1.10600:04:25.4;-14.972-14:58:19.2;55.7;5.9+/-1.1;2.1188;1.107;-15.122;55.7;swift
210514A;1621009427.0;2.94700:11:47.3;-21.898-21:53:52.8;70.21;74+/-2;1.95244;2.949;-22.117;70.21;swift
210509A;1620563540.0;350.36323:21:27.1;6.65006:39:00;8.22;3.1+/-0.4;1.62964;350.597;6.716;8.22;swift
210504A;1620129293.0;222.37914:49:31;-30.557-30:33:25.2;135.06;27+/-2;2.11488;222.527;-30.863;135.06;swift
210430A;1619772130.0;57.18503:48:44.4;45.08045:04:48;11.53;9.9+/-1.3;;57.223;45.531;11.53;swift
210422A;1619106430.0;21.07701:24:18.5;42.10042:06:00;39.00;7.2+/-1.1;;21.091;42.521;39.00;swift
210421B;1618995284.0;270.81718:03:16.1;56.82856:49:40.8;;;;270.998;57.396;;swift
210421A;1618957650.0;104.88206:59:31.7;4.92804:55:40.8;79.52;20+/-2;2.17119;104.952;4.977;79.52;swift
210420B;1618936477.0;254.31316:57:15.1;42.55842:33:28.8;158.8;15+/-2;1.61234;254.483;42.984;158.8;swift
210419C;1618867669.0;212.96914:11:52.6;36.01136:00:39.6;73.00;8.1+/-1.2;2.78283;213.111;36.371;73.00;swift
210419A;1618808021.0;86.91205:47:38.9;-65.452-65:27:07.2;64.43;7.8+/-1.2;2.60043;86.97;-66.107;64.43;swift
210413B;1618350412.0;182.55812:10:13.9;55.96555:57:54;1.088;;;182.68;56.525;1.088;swift
210411C;1618146351.0;296.60119:46:24.2;-39.399-39:23:56.4;12.80;12+/-1;1.88408;296.799;-39.793;12.80;swift
210410A;1618008796.0;269.74117:58:57.8;45.35945:21:32.4;52.88;56+/-2;1.43013;269.921;45.813;52.88;swift
210403A;1617431233.0;2.81300:11:15.1;-33.024-33:01:26.4;168.3;27+/-2;;2.815;-33.354;168.3;swift
210402A;1617314400.0;198.26513:13:03.6;44.51044:30:36;238.7;86+/-4;2.19391;198.397;44.955;238.7;swift
210323B;1616497413.0;259.66417:18:39.4;15.67715:40:37.2;;;;259.837;15.834;;swift
210323A;1616533338.0;317.94521:11:46.8;25.35225:21:07.2;1.12;2.4+/-0.3;1.72358;318.157;25.606;1.12;swift
210321A;1616307231.0;87.88705:51:32.9;70.10970:06:32.4;8.21;6.7+/-0.8;1.99572;87.946;70.81;8.21;swift
210318B;1616033313.0;264.22817:36:54.7;-35.823-35:49:22.8;14.95;100+/-2;1.69;264.404;-36.181;14.95;swift
210318A;1616036071.0;33.89202:15:34.1;-37.755-37:45:18;48.00;6.4+/-1.3;1.84502;33.915;-38.133;48.00;swift
210308A;1615181876.0;67.08304:28:19.9;37.42937:25:44.4;5.3;32+/-1;;67.128;37.803;5.3;swift
210307A;1615102958.0;119.24407:56:58.6;-66.965-66:57:54;262;28+/-3;;119.323;-67.635;262;swift
210306B;1615019534.0;331.81322:07:15.1;10.15210:09:07.2;24.32;17+/-2;;332.034;10.254;24.32;swift
210306A;1614999237.0;129.96408:39:51.4;60.20360:12:10.8;9.12;57+/-1;;130.051;60.805;9.12;swift
210305A;1614967384.0;319.80821:19:13.9;34.54834:32:52.8;68.6;71+/-2;1.84;320.021;34.893;68.6;swift
210226A;1614311037.0;124.15308:16:36.7;57.58557:35:06;20.80;12+/-1;1.97459;124.236;58.161;20.80;swift
210222B;1614029846.0;154.63110:18:31.4;-14.946-14:56:45.6;12.82;3.4+/-0.7;1.98;154.734;-15.095;12.82;swift
210218A;1613651719.0;47.31803:09:16.3;35.32235:19:19.2;240;43+/-3;5.52509;47.35;35.675;240;swift
210217A;1613600742.0;97.57806:30:18.7;68.71568:42:54;4.22;6.8+/-0.7;1.97362;97.643;69.402;4.22;swift
210212A;1613100318.0;72.24904:48:59.8;7.21507:12:54;80.0;8.0+/-1.2;47.1774;72.297;7.287;80.0;swift
210211A;1613029398.0;269.40817:57:37.9;-46.270-46:16:12;6.1;4.2+/-0.4;2.45412;269.588;-46.733;6.1;swift
210210A;1612918827.0;262.76417:31:03.4;14.65714:39:25.2;6.60;9.8+/-0.8;1.85188;262.939;14.804;6.60;swift
210209A;1612903184.0;328.09721:52:23.3;43.54543:32:42;139.4;24+/-2;1.92765;328.316;43.98;139.4;swift
210207B;1612731128.0;270.61418:02:27.4;53.70053:42:00;95.69;43+/-2;1.77966;270.794;54.237;95.69;swift
210205A;1612519877.0;347.26423:09:03.4;56.31156:18:39.6;22.70;8.7+/-1.6;2.20639;347.496;56.874;22.70;swift
210204A;1612416565.0;109.107:16:24;9.709:42:00;;;1.7286;109.173;9.797;;swift
210119A;1611021249.0;282.82218:51:17.3;-61.767-61:46:01.2;0.06;0.71+/-0.09;;283.011;-62.385;0.06;swift
210112A;1610411823.0;219.00514:36:01.2;33.05833:03:28.8;107.60;233+/-3;2.01845;219.151;33.389;107.60;swift
210104B;1609791010.0;53.56103:34:14.6;37.95137:57:03.6;19.94;12+/-1;2.2916;53.597;38.331;19.94;swift
210104A;1609756019.0;103.77106:55:05;64.67564:40:30;32.06;88+/-2;1.92435;103.84;65.322;32.06;swift
210102C;1609616291.0;235.74715:42:59.3;-37.231-37:13:51.6;87.25;39+/-2;;235.904;-37.603;87.25;swift
210102B;1609574628.0;353.32323:33:17.5;-21.086-21:05:09.6;;;;353.559;-21.297;;swift
201229A;1609235970.0;210.69214:02:46.1;48.20948:12:32.4;53.3;13+/-2;1.80484;210.832;48.691;53.3;swift
201228B;1609165305.0;35.59402:22:22.6;56.01556:00:54;;;;35.618;56.575;;swift
201223A;1608742706.0;132.73508:50:56.4;71.17671:10:33.6;29.0;13+/-1;1.87353;132.823;71.888;29.0;swift
201221D;1608588394.0;171.05511:24:13.2;42.15242:09:07.2;0.16;3.9+/-0.4;1.28331;171.169;42.574;0.16;swift
201221A;1608530941.0;214.48814:17:57.1;-45.406-45:24:21.6;44.5;18+/-2;1.45068;214.631;-45.86;44.5;swift
201216C;1608156451.0;16.36401:05:27.4;16.53816:32:16.8;48.0;450+/-10;2.03;16.375;16.703;48.0;swift
201216A;1608141631.0;201.487213:25:56.9;36.311636:18:41.8;;;;201.622;36.675;;swift
201214B;1607958466.0;187.971012:31:53;9.103109:06:11.2;;;;188.096;9.194;;swift
201214A;1607923100.0;170.936111:23:44.7;33.872533:52:21;;;2.7;171.05;34.211;;swift
201209A;1607489092.0;23.09601:32:23;-1.762-01:45:43.2;48.0;140+/-10;1.97912;23.111;-1.78;48.0;swift
201208A;1607403803.0;156.710:26:48;-29.3-29:18:00;;;;156.804;-29.593;;swift
201203A;1606974747.0;38.05502:32:13.2;-26.505-26:30:18;12.18;2.9+/-0.5;1.88163;38.08;-26.77;12.18;swift
201128B;1606582451.0;339.35422:37:25;-49.246-49:14:45.6;;;;339.58;-49.738;;swift
201128A;1606541278.0;223.09114:52:21.8;26.71626:42:57.6;5.41;2.0+/-0.4;2.07781;223.24;26.983;5.41;swift
201116A;1605484187.0;149.509:58:00;-4.2-04:12:00;;;1.80984;149.6;-4.242;;swift
201105A;1604550670.0;245.61016:22:26.4;12.73412:44:02.4;33.82;120+/-2;;245.774;12.861;33.82;swift
201104B;1604507626.0;5.21500:20:51.6;7.83407:50:02.4;8.66;18+/-1;1.55046;5.218;7.912;8.66;swift
201103B;1604423205.0;;;;;;;;;swift
201029A;1603999190.0;229.60715:18:25.7;44.47344:28:22.8;120.55;22+/-1;2.00982;229.76;44.918;120.55;swift
201027A;1603757264.0;155.95410:23:49;-5.499-05:29:56.4;546.73;0.0+/-0.0;1.8145;156.058;-5.554;546.73;swift
201026A;1603748254.0;196.69613:06:47;83.80783:48:25.2;135.38;56+/-2;2.47907;196.827;84.645;135.38;swift
201024A;1603500539.0;125.95908:23:50.2;3.35703:21:25.2;5.00;8.1+/-0.9;2.07522;126.043;3.391;5.00;swift
201021C;1603304838.0;12.50300:50:00.7;-55.862-55:51:43.2;24.38;10+/-1;1.6168;12.511;-56.421;24.38;swift
201020B;1603208034.0;71.604:46:24;76.676:36:00;;;2.04111;71.648;77.366;;swift
201020A;1603165646.0;261.23917:24:57.4;31.42831:25:40.8;14.17;9.2+/-0.7;2.0761;261.413;31.742;14.17;swift
201017A;1602920791.0;36.58702:26:20.9;66.66366:39:46.8;22.08;9.0+/-1.4;2.31228;36.611;67.33;22.08;swift
201015A;1602795013.0;354.31023:37:14.4;53.44653:26:45.6;9.78;2.0+/-0.6;2.1574;354.546;53.98;9.78;swift
201014A;1602708518.0;20.83401:23:20.2;27.72227:43:19.2;36.2;3.1+/-0.7;1.97336;20.848;27.999;36.2;swift
201013A;1602553590.0;107.39207:09:34.1;57.03157:01:51.6;7.36;67+/-1;2.01677;107.464;57.601;7.36;swift
201008A;1602146256.0;161.74410:46:58.6;46.10146:06:03.6;~2.5;;;161.852;46.562;~2.5;swift
201006A;1601939872.0;61.91704:07:40.1;65.14865:08:52.8;0.49;1.3+/-0.2;2.11701;61.958;65.799;0.49;swift
201001A;1601539131.0;110.05007:20:12;-2.213-02:12:46.8;15.2;7.6+/-1.1;1.82356;110.123;-2.235;15.2;swift
